Video Title,Link,"Duration, m:s",Views,Background
GET RIPPED FROM HOME! CARDIO WORKOUT (NO EQUIPMENT NEEDED) | THENX,https://youtube.com/watch?v=iqBAR0rfjiI,9:14,1 383 902 ,https://i.ytimg.com/vi/iqBAR0rfjiI/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCmOV180xJUNw7gT_ADPvJ8JdIinQ
DAILY WORKOUTS FOR INSANE BODY TRANSFORMATION 2016 | THENX,https://youtube.com/watch?v=OmxovRNtYRc,7:59,337 932 ,https://i.ytimg.com/vi/OmxovRNtYRc/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDXztPxNM69S9akqI5rH6t4BUqmmg
SUPER EFFECTIVE SHOULDER WORKOUT! 2016 | THENX,https://youtube.com/watch?v=K9himmaDW2w,10:46,310 972 ,https://i.ytimg.com/vi/K9himmaDW2w/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCkyDkz0vDZm1wGZPfk4wdeeW7HFg
INSANELY HARD WHOLE BODY WORKOUT (ROUTINE) 2016 | THENX,https://youtube.com/watch?v=VGnC_hN6akA,17:22,241 880 ,https://i.ytimg.com/vi/VGnC_hN6akA/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLA73VofZU0CgL7Jku9MIxsJzqyg3g
HOW TO EAT TO GET SHREDDED 2016 | THENX,https://youtube.com/watch?v=pGLO68W2sVM,19:40,689 590 ,https://i.ytimg.com/vi/pGLO68W2sVM/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDcNPIAH7cqr_ISynVeiPrSrQCz6w
HOW TO HANDSTAND PRESS 2016 | THENX,https://youtube.com/watch?v=QjFVr-eWyd0,12:18,232 435 ,https://i.ytimg.com/vi/QjFVr-eWyd0/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLAeRuRUDYyQHi5isld-rbe_pWZ4OQ
"HOW TO STRETCH (SHOULDER, ELBOW, WRIST) 2016 | THENX",https://youtube.com/watch?v=YvbWvCpHOjo,10:27,144 314 ,https://i.ytimg.com/vi/YvbWvCpHOjo/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLAYO1Px3tBrB3JqPdbiGONVQ3A3_w
ANOTHER HOW TO MUSCLE UP IN 5 MINUTES WITH 3 EASY STEPS!!! | THENX,https://youtube.com/watch?v=cF6UsdjwkbM,7:34,172 962 ,https://i.ytimg.com/vi/cF6UsdjwkbM/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCUCBxTx19Oh0gP9eZRXCZ6AtRKZQ
CHEST & TRICEP DAY WITH THENX (PARK WORKOUT),https://youtube.com/watch?v=IUVcsjDuty8,15:03,492 188 ,https://i.ytimg.com/vi/IUVcsjDuty8/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCuMtYXyJmMSx1q53KwhddSnVjPEA
LEG DAY WITH THENX (WORKOUT) NO EQUIPMENT NEEDED*,https://youtube.com/watch?v=q3FLp036yhk,15:36,799 264 ,https://i.ytimg.com/vi/q3FLp036yhk/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLB2nqJLgjZWHRtDrswTxXL7DmKzzg
HOW TO GET THE ULTIMATE PHYSIQUE (CARDIO WORKOUT) 2016 | THENX,https://youtube.com/watch?v=nOQpD8aDJeI,10:12,3 133 787 ,https://i.ytimg.com/vi/nOQpD8aDJeI/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLADBR1QB9RHM1bBiaV0ep6yJnVrKA
HOW TO TRAIN LIKE A BEAST (WORKOUT MOTIVATION) 2016 | THENX,https://youtube.com/watch?v=Czp06Ljk48Y,2:48,116 841 ,https://i.ytimg.com/vi/Czp06Ljk48Y/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLAxgwEww8GQdY8cZDCt_q_fuAQdww
HOW TO DO MORE PULL UPS (PART 2) | THENX,https://youtube.com/watch?v=nj_bOz2aigQ,8:19,159 972 ,https://i.ytimg.com/vi/nj_bOz2aigQ/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBpjxAyCRItKz56TSHrVlbFPD8z6Q
HOW TO DO MORE PULL UPS (PART 1) | THENX,https://youtube.com/watch?v=gROqn53az2g,8:03,281 719 ,https://i.ytimg.com/vi/gROqn53az2g/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCbKKnkcb8_RTRDso6SUlRQsiELAg
HOW TO DO A HANDSTAND 2016 | THENX,https://youtube.com/watch?v=dTpG6CwR5XI,18:04,1 766 345 ,https://i.ytimg.com/vi/dTpG6CwR5XI/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBOSn2e10DSHEDJwPh0x_ELHrx38Q
HOW TO GET A BIGGER BACK 2016 (WORKOUT) | THENX,https://youtube.com/watch?v=beYRwIdGnZ4,14:39,375 204 ,https://i.ytimg.com/vi/beYRwIdGnZ4/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBhVieOV4q3iYvbZfABQSgmGgCzFw
WARNING! THIS WORKOUT MAY DESTROY YOU | THENX,https://youtube.com/watch?v=jT2_Po-vo2Y,12:47,722 644 ,https://i.ytimg.com/vi/jT2_Po-vo2Y/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCbT1Uw2ndXwt9jAaAH2OX_EnOTsg
ULTIMATE 6 PACK ABS WORKOUT 2016 | THENX,https://youtube.com/watch?v=oLnGgjW6UwQ,10:34,543 830 ,https://i.ytimg.com/vi/oLnGgjW6UwQ/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLB4kF1MXvF-ClTtWYL9Xz389jXrWA
HOW TO GET A BIGGER CHEST 2016 (WORKOUT) | THENX,https://youtube.com/watch?v=F_2s7lQtbvI,8:24,1 740 212 ,https://i.ytimg.com/vi/F_2s7lQtbvI/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBfAcNHwjwsWnqv46vdkP4G6taXXw
КАК MUSCLE UP в течение 5 минут с 3 простых шага !!! | THENX,https://youtube.com/watch?v=p7q0UhxPdLY,9:26,3 848 005 ,https://i.ytimg.com/vi/p7q0UhxPdLY/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBwNMtmQZzefD4SB98up0zUGW1Nlg
10 MINUTE KILLER SHOULDER WORKOUT (ROUTINE) *NO EQUIPMENT NEEDED*,https://youtube.com/watch?v=jogkD5FMTZk,10:33,1 011 315 ,https://i.ytimg.com/vi/jogkD5FMTZk/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLAfNRviKMHo0zcYa13ofq_v44Z_6A
KILLER CALISTHENICS LEG WORKOUT (ROUTINE) *NO EQUIPMENT NEEDED*,https://youtube.com/watch?v=MAHMUc3vEWo,9:31,515 079 ,https://i.ytimg.com/vi/MAHMUc3vEWo/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLA2T45quW7vPRUspROpXzLpAWJBAQ
HOW TO MUSCLE UP THE BEST WAY 2016 | THENX,https://youtube.com/watch?v=2uyHqRGJmZ4,3:33,533 377 ,https://i.ytimg.com/vi/2uyHqRGJmZ4/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCY680OOD8lRFQAcK66uRXLFpOmWQ
Increase Your STRENGTH and POWER With This Killer Back and Bicep Workout (Routine),https://youtube.com/watch?v=E0QDJdUEpLk,9:53,317 260 ,https://i.ytimg.com/vi/E0QDJdUEpLk/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBVjA41s_HZzpvccBXf8E4FhHXyKA
Does This Beautiful Girl Workout HARDER Than YOU? (Body Weight Routine),https://youtube.com/watch?v=oRBPXJFEYGM,9:08,1 866 698 ,https://i.ytimg.com/vi/oRBPXJFEYGM/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBgXZ7SfK7K-WlJym7G4jO48muaAg
SUPER EFFECTIVE Body Toning Female Workout ROUTINE (OUTDOORS),https://youtube.com/watch?v=7Z3kpaU-6zQ,4:13,29 205 ,https://i.ytimg.com/vi/7Z3kpaU-6zQ/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLD6FGnA2MGr-We_fZ45nUmtKmusEA
THENX FITNESS MOTIVATON 2016,https://youtube.com/watch?v=joV5J2djE24,2:30,62 149 ,https://i.ytimg.com/vi/joV5J2djE24/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCEFORJLmxUW89OR9hxEn2uwW_qtg
TOP 5 EXERCISES TO MASTER THE MUSCLE UP (ROUTINE),https://youtube.com/watch?v=ZBDxod579vA,8:32,525 107 ,https://i.ytimg.com/vi/ZBDxod579vA/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLAows_4yhOqsjRZjh3zzTFpdzqohw
TOP 5 EXERCISES TO MASTER HANDSTAND (ROUTINE),https://youtube.com/watch?v=nZn1e3_sjNc,6:44,2 176 510 ,https://i.ytimg.com/vi/nZn1e3_sjNc/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBeoXbG0HpRrbspS6gT1E6q5Y3tjg
TEASER: TOP 5 Exercises for Mastering Handstand,https://youtube.com/watch?v=6MXOsScIroo,0:35,12 466 ,https://i.ytimg.com/vi/6MXOsScIroo/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLB-T3QK3hv4s8d6uhP1mKFo6lNJTA
EXTREME BODY  WEIGHTED  WORKOUT (ROUTINE),https://youtube.com/watch?v=RD3XjejrZoA,10:31,278 223 ,https://i.ytimg.com/vi/RD3XjejrZoA/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBmWvfy_Kke8ytCtdzyQjO1Z-rstA
THENX Channel Trailer,https://youtube.com/watch?v=9zZsoLq9ToY,0:24,80 288 ,https://i.ytimg.com/vi/9zZsoLq9ToY/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDuSmZj3DMZQs45KzFLxi0ndWZp1A
The First Workout in THENX Fitness Studio (ROUTINE),https://youtube.com/watch?v=YjIPsQ8r_yk,8:13,56 996 ,https://i.ytimg.com/vi/YjIPsQ8r_yk/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDWbjMueR8f8ecKVb393GuCTRd01g
Building Thenx Fitness Studio,https://youtube.com/watch?v=qcJV-WdSeeQ,2:55,38 611 ,https://i.ytimg.com/vi/qcJV-WdSeeQ/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLADag85Fmqu9oG0_54Gl9ohHIcj6A
THENX.COM | THE BEST STREAMING WORKOUTS,https://youtube.com/watch?v=OjMCB748J0k,1:01,83 270 ,https://i.ytimg.com/vi/OjMCB748J0k/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLC7Xi9Iu-uyh_wBHXm4y9YrGlQC8g
Chris Heria | 7 MINUTE KILLER AB ROUTINE - AT HOME Six PAck Abs INSTANTLY!,https://youtube.com/watch?v=8avdj3JNw_0,7:41,568 900 ,https://i.ytimg.com/vi/8avdj3JNw_0/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCUg4xEkRRqM_-I2A0FHGevZnfUbA
WHAT MOTIVATES YOU? | CHRIS HERIA AMA EP.1,https://youtube.com/watch?v=d2Qd6xvz6kc,16:27,107 020 ,https://i.ytimg.com/vi/d2Qd6xvz6kc/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDF_zsIY2pLvNLg-C6MMQfZ6Qk81Q
CHRIS HERIA INTENSE BODY/WEIGHT WORKOUT,https://youtube.com/watch?v=MrM1-XOZTag,1:46,80 804 ,https://i.ytimg.com/vi/MrM1-XOZTag/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLADDyBsyJMzD4TV0Dn5_LMdP6pjPA
FEMALE WORKOUT INSPIRATION,https://youtube.com/watch?v=MzrwoUg_F9E,0:46,21 533 ,https://i.ytimg.com/vi/MzrwoUg_F9E/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDq5UUOSsDMUmzYj-BYz0pwr5WfCw
Street vs Calisthenics Academy teaser,https://youtube.com/watch?v=DrnO2F18u0o,0:49,58 858 ,https://i.ytimg.com/vi/DrnO2F18u0o/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDxCV-DPMW-X5mUJ6Yjx8ZKSuTWhg
Dream is destiny.,https://youtube.com/watch?v=E9aIJNt9QkM,1:01,27 187 ,https://i.ytimg.com/vi/E9aIJNt9QkM/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDFb4k36F10nN9-j7hMhAcDINMsig
Black Tie Tattoo Parlor,https://youtube.com/watch?v=0m9zRgKgH6E,2:11,29 259 ,https://i.ytimg.com/vi/0m9zRgKgH6E/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLC9butyPSkuizN0tr4de12XoC4edw
Chris Heria Trains Shaun In The Park,https://youtube.com/watch?v=OuZB_kfgY9Q,0:24,17 522 ,https://i.ytimg.com/vi/OuZB_kfgY9Q/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBhjBcc6nSSEMLp-SSOyhKc4uzsBw
15 Minute Home Workout With The Miami Trainer,https://youtube.com/watch?v=UCheHuCzjXk,1:40,29 888 ,https://i.ytimg.com/vi/UCheHuCzjXk/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCTSzG4yZhARso_-wW_jUhBs85m9A
EXTREME WEIGHT VEST TRAINING,https://youtube.com/watch?v=-Kh02U6Z_zI,0:21,53 452 ,https://i.ytimg.com/vi/-Kh02U6Z_zI/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCOdPNqr3WaNv19Atp5q6wG9vL8Nw
STREET WORKOUT WORLD CUP 2014 (CHRIS HERIA),https://youtube.com/watch?v=NxTAc4zIuNw,3:01,290 521 ,https://i.ytimg.com/vi/NxTAc4zIuNw/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDsf7LgEGsWAKgfvQqhMBtmarEnKw
Female Fitness Inspiration w/ Melody Le,https://youtube.com/watch?v=5Ci3h3e4gFI,3:58,102 260 ,https://i.ytimg.com/vi/5Ci3h3e4gFI/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLDBbyLK3ZscdMHXsPkZAx1ow8VZ2Q
INSANE WORKOUT ON MIAMI BEACH,https://youtube.com/watch?v=Agd4BurxmtM,3:15,696 101 ,https://i.ytimg.com/vi/Agd4BurxmtM/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBcWsvm-qHXDmBydtD4nziO_dUnNA
INSANE 4 MONTH BODY TRANSFORMATION,https://youtube.com/watch?v=TSjFKn9xcJg,2:44,106 743 ,https://i.ytimg.com/vi/TSjFKn9xcJg/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCTE91On4qkEPykb8lSI7rp7f1L1g
INSANE 16 YEAR OLD BODY TRANSFORMATION,https://youtube.com/watch?v=I4o_QUQsA6Q,5:15,2 420 238 ,https://i.ytimg.com/vi/I4o_QUQsA6Q/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLBAk2NuvRMl6wPZqGBPRBxK5r1hOA
Barstarzz Florida Adventures Part.  3,https://youtube.com/watch?v=ZKHby4B4iUI,7:59,136 183 ,https://i.ytimg.com/vi/ZKHby4B4iUI/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLADhtIE-vxmy8W9-UXTxypPYXiimQ
Chris and Hardcore Ainsley on South Beach,https://youtube.com/watch?v=cSbTAqJ6H_o,3:54,292 271 ,https://i.ytimg.com/vi/cSbTAqJ6H_o/hqdefault.jpg?sqp=-oaymwEiCMQBEG5IWvKriqkDFQgBFQAAAAAYASUAAMhCPQCAokN4AQ==&rs=AOn4CLCgxmApQy5H2r4NbNN3sY3BlqdLIw
